시간(ms),밴드패스,평균이동,피크
67301,0.27,0.34,0
67308,0.45,0.57,0
67315,0.34,0.52,0
67322,0.46,0.82,0
67329,0.29,0.73,0
67336,0.42,0.86,0
67343,0.33,0.91,0
67350,0.42,1.02,0
67357,0.3,1,0
67364,0.3,0.85,0
67371,0.28,0.58,0
67378,0.32,0.62,0
67385,0.32,0.66,0
67392,0.3,0.67,0
67399,0.28,0.61,0
67406,0.37,0.64,0
67413,0.81,1.29,0
67420,0,0.89,0
67427,0.41,1.01,0
67434,0.19,0.78,0
67441,0.81,1.56,0
67448,0.83,2.49,0
67455,0.52,2.73,0
67462,0.01,2.13,0
67469,0.5,2.29,0
67476,0.77,2.29,0
67483,0.41,1.64,0
67490,0.65,1.67,0
67497,0,0.59,0
67504,0.44,0.9,0
67511,0.14,0.96,0
67518,0.04,0.88,0
67525,0.1,0.07,0
67532,0.59,0.46,0
67539,0.61,0.92,0
67546,0.22,0.92,0
67553,0.47,1.08,0
67560,0.54,1.23,0
67567,0.41,1.49,0
67574,0.35,1.54,0
67581,0.4,1.59,0
67588,0.36,1.62,0
67595,0.17,1.25,0
67602,0.53,1.41,0
67609,0.46,1.62,0
67616,0.28,1.38,0
67623,0.33,1.15,0
67630,0.53,1.07,0
67637,0.49,1.22,0
67644,0.5,1.57,0
67652,0.47,1.85,0
67659,0.26,1.52,0
67667,0.31,1.4,0
67674,0.28,1.09,0
67682,0.26,0.97,0
67689,0.39,0.88,0
67697,0.42,0.95,0
67704,0.25,0.69,0
67712,0.35,0.71,0
67719,0.31,0.7,0
67727,0.26,0.63,0
67734,0.39,0.69,0
67742,0.35,0.71,0
67749,0.19,0.53,0
67757,0.31,0.56,0
67764,0.43,0.63,0
67772,0.28,-0.18,0
67780,0.21,0.09,0
67788,0.27,-0.09,0
67796,0.35,0.16,0
67804,0.43,-0.41,0
67812,0.36,-1.13,0
67820,0.29,-1.49,0
67828,0.31,-0.96,0
67836,0.28,-1.21,0
67844,0.3,-1.9,0
67852,0.32,-2.03,1
67859,0.33,-2.4,0
67866,0.35,-1.78,0
67873,0.38,-1.73,0
67880,0.37,-1.32,0
67887,0.4,-0.71,0
67894,0.29,-0.31,0
67901,0.3,-0.71,0
67908,0.38,-1.05,0
67915,0.31,-0.91,0
67922,0.34,-1.03,0
67929,0.28,-1.38,0
67937,0.25,-1.6,0
67945,0.33,-1.59,0
67953,0.23,-1.79,1
67960,0.19,-1.99,0
67967,0.39,-1.59,0
67974,0.35,-1.76,0
67981,0.34,-1.9,0
67988,0.31,-1.79,0
67995,0.35,-1.68,0
68002,0.33,-1.89,0
68009,0.33,-2.08,1
68016,0.28,-2.32,0
68023,0.24,-2.59,0
68030,0.44,-2.23,0
68037,0.31,-2.1,0
68044,0.24,-2.08,0
68051,0.3,-1.93,0
68059,0.31,-1.95,0
68066,0.27,-2.09,1
68074,0.33,-1.9,0
68081,0.28,-1.91,0
68089,0.31,-1.83,0
68096,0.34,-1.6,0
68104,0.34,-1.58,0
68111,0.27,-1.64,0
68119,0.29,-1.42,0
68126,0,-1.83,1
68134,0.15,-2.21,0
68141,0.33,-2.08,0
68149,0,-2.32,0
68156,0.27,-2.27,0
68163,0.81,-1.46,0
68170,0.75,-0.85,0
68177,0.49,-0.59,0
68184,0.21,-0.67,0
68192,0.35,-0.58,0
68199,0.41,-0.36,0
68206,0.45,-0.09,0
68213,0.3,-0.11,0
68220,0.33,-0.12,0
68228,0.3,-0.19,0
68236,0.39,-0.19,0
68244,0.35,-0.22,0
68252,0.28,-0.41,0
68260,0.21,-0.54,0
68268,0.12,-0.79,0
68276,0.32,-0.86,0
68284,0.43,-0.65,0
68292,0.46,-0.42,0
68300,0.32,-0.33,0
68308,0.31,-0.21,0
68316,0.33,-0.19,0
68324,0.34,-0.02,0
68332,0.25,0.08,0
68340,0.39,0.1,0
68348,0.43,0.23,0
68356,0.48,0.46,0
68364,0.34,0.5,0
68372,0.31,0.42,0
68380,0.31,0.36,0
68388,0.34,0.37,0
68396,0.42,0.57,0
68404,0.25,0.57,0
68412,0.27,0.28,0
68420,0,-0.23,0
68428,0.36,-0.06,0
68436,0.81,0.75,0
68444,0.82,1.54,0
68452,0.82,2.35,0
68460,0.45,2.48,0
68468,0.46,2.65,0
68476,0,2.08,0
68484,0,1.41,0
68492,0.22,1.1,0
68500,0.08,0.74,0
68508,0.17,0.5,0
68516,0.18,0.75,0
68524,0.43,1.18,0
68532,0.54,1.51,0
68540,0.39,2.1,0
68548,0.3,2.13,0
68556,0.61,1.72,0
68564,0.47,1.18,0
68572,0.37,0.92,0
68580,0.23,0.9,0
68588,0.34,0.84,0
68596,0.45,0.85,0
68604,0.23,0.49,0
68612,0.38,0.56,0
68620,0.27,0.45,0
68628,0.32,0.45,0
68636,0.34,0.36,0
68644,0.28,0.24,0
68652,0.28,0.24,0
68660,0.4,0.53,0
68668,0.46,1.05,0
68676,0.46,1.26,0
68684,0.36,1.13,0
68692,0.38,0.96,0
68700,0.3,0.88,0
68708,0.39,0.94,0
68716,0.33,0.89,0
68724,0.47,1.05,0
68732,0.47,1.36,0
68740,0.33,1.23,0
68748,0.22,0.83,0
68756,0.31,0.49,0
68764,0.4,0.53,0
68772,0.32,0.54,0
68780,0.41,0.67,0
68788,0.39,0.73,0
68796,0.27,0.46,0
68804,0.37,0.62,0
68812,0.23,0.55,0
68820,0.45,1.2,0
68828,0.36,1.2,0
68836,0.4,0.5,0
68844,0.32,-0.33,0
68852,0.36,-1.05,0
68860,0.3,-1.27,0
68868,0.3,-1.48,0
68876,0.38,-0.83,0
68884,0.35,-0.19,0
68892,0.34,0.06,0
68900,0.3,0.41,0
68908,0.33,0.67,0
68916,0.35,0.91,0
68924,0.23,0.57,0
68932,0.35,0.22,0
68940,0.41,0.2,0
68948,0.38,0.3,0
68956,0.24,-0.26,0
68964,0.34,-0.49,0
68972,0.35,-0.51,0
68980,0.36,-0.28,0
68988,0.34,-0.25,0
68996,0.35,-0.38,0
69004,0.33,-0.22,0
69012,0.32,-0.27,0
69020,0.32,-0.18,0
69028,0.3,-0.18,0
69036,0.44,-0.03,0
69044,0.37,0.12,0
69052,0.33,0.2,0
69060,0.31,0.06,0
69068,0.38,-0.08,0
69076,0.28,-0.39,0
69084,0.24,-0.58,0
69092,0.32,-0.65,0
69100,0.32,-0.58,0
69108,0.35,-0.61,0
69116,0.25,-0.7,0
69124,0.5,-0.63,0
69132,0.16,-1.05,0
69140,0.12,-1.36,0
69148,0.66,-0.66,0
69156,0.74,0.09,0
69164,0.81,0.75,0
69172,0.26,0.67,0
69180,0.51,0.78,0
69188,0.58,1.01,0
69196,0.31,1.04,0
69204,0.4,1.01,0
69212,0.41,1.23,0
69220,0.48,1.24,0
69228,0.28,1.04,0
69236,0.32,0.84,0
69244,0.4,0.91,0
69252,0.35,0.86,0
69260,0.32,0.84,0
69268,0.3,0.81,0
69276,0.27,0.62,0
69284,0.38,0.61,0
69292,0.23,0.41,0
69300,0.21,0.25,0
69308,0.33,0.24,0
69316,0.42,0.33,0
69324,0.33,0.47,0
69332,0.32,0.43,0
69340,0.36,0.34,0
69348,0.4,0.34,0
69356,0.25,0.34,0
69364,0.35,0.36,0
69372,0.37,0.39,0
69380,0.33,0.32,0
69388,0.3,0.23,0
69396,0.32,0.17,0
69404,0.32,0.15,0
69412,0.26,0.05,0
69420,0.81,0.78,0
69428,0.03,0.39,0
69436,0.21,-0.01,0
69444,0.83,0.66,0
69452,0.03,0.22,0
69460,0.06,-0.23,0
69468,0,-0.82,0
69476,0.68,-0.18,0
69484,0.3,-0.05,0
69492,0.3,-0.08,0
69500,0.12,-0.39,0
69508,0.31,-0.44,0
69516,0.5,-0.02,0
69524,0.39,-0.17,0
69532,0.17,-0.16,0
69540,0.47,0.4,0
69548,0.46,0.14,0
69556,0.28,-0.61,0
69564,0.4,-1.26,0
69572,0.41,-1,0
69580,0.46,-0.99,0
69588,0.19,-1.55,0
69596,0.06,-1.88,0
69604,0.54,-1.56,0
69612,0.56,-1.25,0
69620,0.34,-1.41,0
69628,0.39,-1.19,0
69636,0.43,-0.91,0
69644,0.38,-0.89,0
69652,0.39,-0.78,0
69660,0.3,-0.77,0
69668,0.27,-0.8,0
69676,0.36,-0.64,0
69684,0.44,-0.49,0
69692,0.48,-0.09,0
69700,0.37,0.19,0
69708,0.37,0.24,0
69716,0.36,0.15,0
69724,0.4,0.24,0
69732,0.35,0.27,0
69740,0.42,0.32,0
69748,0.41,0.33,0
69756,0.44,0.6,0
69764,0.27,0.46,0
69772,0.43,0.5,0
69780,0.32,0.46,0
69788,0.33,0.48,0
69796,0.43,0.62,0
69804,0.42,0.73,0
69812,0.36,0.86,0
69820,0.37,0.16,0
69828,0.39,0.65,0
69836,0.33,0.84,0
69844,0.31,0.03,0
69852,0.34,0.45,0
69860,0.41,1.01,0
69868,0.39,1.59,0
69876,0.39,1.09,0
69884,0.34,1.07,0
69892,0.33,1.09,0
69900,0.31,1.34,0
69908,0.32,1.3,0
69916,0.37,1.02,0
69924,0.36,0.93,0
69932,0.36,1.18,0
69940,0.35,0.93,0
69948,0.32,0.64,0
69956,0.35,0.71,0
69964,0.33,0.59,0
69972,0.41,0.55,0
69980,0.3,0.28,0
69988,0.3,0.43,0
69996,0.25,0.71,0
70004,0.3,0.3,0
70012,0.45,0.11,0
70020,0.4,0.22,0
70028,0.36,0.17,0
70036,0.27,-0.11,0
70044,0.29,-0.25,0
70052,0.41,-0.22,0
70060,0.29,-0.2,0
70068,0.42,0.05,0
70076,0.44,0.17,0
70084,0.37,0.06,0
70092,0.34,-0.15,0
70100,0.31,-0.26,0
70108,0.3,-0.36,0
70116,0.36,-0.34,0
70124,0.79,0.28,0
70132,0.4,0.38,0
70140,0.51,0.51,0
70148,0.37,0.43,0
70156,0.58,0.61,0
70164,0.21,0.5,0
70172,0.53,0.62,0
70180,0.47,0.84,0
70188,0.54,1.15,0
70196,0.4,1.07,0
70204,0.45,1.06,0
70212,0.44,1.13,0
70220,0.45,1.21,0
70228,0.16,0.82,0
70236,0.27,0.66,0
70244,0.39,0.75,0
70252,0.22,0.53,0
70260,0.26,0.25,0
70268,0.52,0.43,0
70276,0.28,0.25,0
70284,0.4,0.32,0
70292,0.29,0.23,0
70300,0.42,0.38,0
70308,0.31,0.35,0
70316,0.31,0.24,0
70325,0.29,0.09,0
70332,0.38,0.11,0
70341,0.32,0.08,0
70348,0.42,0.22,0
70357,0.29,0.12,0
70364,0.25,-0.03,0
70373,0.29,-0.23,0
70380,0.27,-0.29,0
70389,0.34,-0.22,0
70396,0.22,-0.25,0
70405,0.38,-0.11,0
70412,0.79,0.44,0
70421,0.82,1.1,0
70428,0.83,1.81,0
70437,0,1.36,0
70444,0.83,2.08,0
70453,0.6,2.32,0
70460,0.66,2.79,0
70469,0.62,2.99,0
70476,0.47,2.93,0
70485,0.28,2.67,0
70492,0.32,2.49,0
70501,0.26,2.3,0
70508,0.17,1.97,0
70517,0.49,2.06,0
70524,0.35,1.29,0
70533,0.17,0.82,0
70540,0.29,0.41,0
70549,0.44,0.47,0
70557,0.58,0.46,0
70565,0.63,1.09,0
70573,0.22,0.63,0
70581,0.24,0.2,0
70589,0.29,-0.21,0
70597,0.13,-0.65,0
70605,0.37,-0.78,0
70613,0.49,-0.67,0
70621,0.54,-0.49,0
70629,0.32,-0.22,0
70637,0.27,-0.21,0
70645,0.24,-0.45,0
70653,0.51,-0.02,0
70661,0.38,0.22,0
70669,0.44,0.09,0
70677,0.58,0.54,0
70685,0.32,0.42,0
70693,0.41,0.58,0
70701,0.39,0.5,0
70709,0.3,0.47,0
70717,0.41,0.61,0
70725,0.45,0.85,0
70733,0.42,0.88,0
70741,0.32,0.83,0
70749,0.24,0.52,0
70757,0.3,0.49,0
70765,0.41,0.73,0
70773,0.36,0.84,0
70781,0.34,0.92,0
70789,0.28,0.79,0
70797,0.34,0.92,0
70805,0.35,0.83,0
70813,0.29,0.01,1
70821,0.31,-0.83,0
70829,0.35,-1.57,0
70837,0.36,-0.97,1
70845,0.27,-1.74,0
70853,0.36,-2.09,0
70861,0.27,-2.62,0
70869,0.29,-3.03,0
70877,0.35,-3.12,0
70885,0.41,-2.79,0
70893,0.37,-2.55,0
70900,0.33,-2.33,0
70908,0.31,-1.99,0
70916,0.33,-2.13,0
70924,0.33,-2.08,0
70933,0.37,-1.67,1
70940,0.41,-1.37,0
70949,0.46,-1.24,0
70957,0.33,-1.56,0
70965,0.33,-1.97,0
70973,0.24,-1.89,0
70981,0.32,-1.66,0
70989,0.35,-1.49,0
70997,0.4,-0.97,0
71005,0.35,-0.92,0
71013,0.37,-1.06,0
71021,0.31,-1.38,0
71029,0.23,-1.47,0
71037,0.32,-1.33,0
71045,0.32,-1.11,0
71053,0.33,-1.31,0
71061,0.29,-1.4,0
71069,0.35,-1.46,0
71077,0.33,-1.8,0
71085,0.29,-1.79,0
71093,0.32,-1.83,0
71101,0.34,-1.82,0
71109,0.33,-1.7,0
71117,0.29,-1.8,0
71125,0.52,-1.61,0
71133,0,-2.17,0
71141,0.82,-1.32,0
71149,0.29,-1.14,0
71157,0.36,-0.97,0
71165,0,-1.57,0
71173,0.59,-1.17,0
71181,0.44,-0.95,0
71189,0.45,-0.62,0
71197,0.25,-0.72,0
71205,0.47,-0.5,0
71213,0.34,-0.39,0
71221,0.23,-0.49,0
71229,0.23,-0.68,0
71237,0.3,-0.75,0
71245,0.29,-0.68,0
71253,0.4,-0.55,0
71261,0.3,-0.49,0
71269,0.38,-0.32,0
71277,0.44,-0.17,0
71285,0.43,-0.13,0
71293,0.24,-0.35,0
71301,0.41,-0.19,0
71309,0.41,-0.02,0
71317,0.44,0.17,0
71325,0.41,0.29,0
71333,0.3,0.19,0
71341,0.34,0.06,0
71349,0.23,-0.3,0
75397,0.36,-0.27,0
75405,0.32,-0.3,0
75413,0.84,0.63,0
75421,0.54,0.97,0
75429,0.84,1.7,0
75437,0,1,0
75445,0.68,1.42,0
75453,0.84,2.06,0
75461,0.33,2.03,0
75469,0.16,1.8,0
75477,0.49,1.98,0
75485,0.45,2.08,0
75493,0.47,2.18,0
75501,0.55,2.44,0
75509,0.83,3.06,0
75517,0.51,3.22,0
75525,0.46,3.34,0
75533,0.57,3.55,0
75541,0.56,3.73,0
75549,0.43,3.71,0
75557,0.61,4.02,0
75565,0.27,3.45,0
75573,0.12,3.43,0
75581,0.27,2.39,0
75589,0.48,2.5,0
75597,0.59,2.7,0
75605,0.4,3.2,0
75613,0.17,2.4,0
75621,0.27,1.96,0
75629,0.26,1.53,0
75637,0.37,1.6,0
75645,0.37,1.36,0
75653,0.3,1.22,0
75661,0.38,1.37,0
75669,0.44,1.62,0
75677,0.34,1.58,0
75685,0.2,1.34,0
75693,0.31,1.1,0
75701,0.38,1.15,0
75709,0.32,1,0
75717,0.37,0.83,0
75725,0.29,0.56,0
75733,0.39,0.75,0
75741,0.5,0.84,0
75749,0.39,0.76,0
75757,0.41,0.65,0
75765,0.39,0.57,0
75773,0.33,0.56,0
75781,0.32,0.49,0
75789,0.3,0.54,0
75797,0.32,0.45,0
75805,0.35,0.48,0
75813,0.37,-0.27,1
75821,0.29,-0.69,0
75829,0.27,-1.57,0
75837,0.28,-1.1,0
75845,0.25,-1.71,0
75853,0.4,-2.33,0
75861,0.33,-2.28,0
75869,0.41,-1.77,0
75877,0.32,-1.95,0
75885,0.33,-2.08,0
75893,0.22,-2.36,0
75901,0.33,-2.6,0
75909,0.3,-3.32,0
75917,0.31,-3.52,0
75925,0.36,-3.54,0
75933,0.34,-3.71,0
75941,0.35,-3.89,0
75949,0.33,-3.88,0
75957,0.3,-4.19,0
75965,0.35,-3.89,0
75973,0.39,-3.28,0
75981,0.37,-2.92,0
75989,0.33,-3,0
75997,0.35,-3.22,0
76005,0.36,-3.15,0
76013,0.32,-2.78,0
76021,0.39,-2.44,0
76029,0.31,-2.24,0
76037,0.43,-2.03,0
76045,0.31,-2.02,0
76053,0.32,-1.91,0
76061,0.25,-2.03,0
76069,0.37,-2.03,0
76077,0.34,-1.93,0
76085,0.4,-1.52,0
76093,0.32,-1.41,0
76101,0.37,-1.36,0
76109,0.23,-1.45,0
76117,0.27,-1.54,0
76125,0,-1.93,0
76133,0.29,-2.02,0
76141,0.5,-1.95,0
76149,0.69,-1.42,0
76157,0.62,-1.01,0
76165,0,-1.51,0
76173,0.57,-1.16,0
76181,0.04,-1.51,0
76189,0.15,-1.69,0
76197,0.66,-1.14,0
76205,0.16,-1.3,0
76213,0.34,-1.28,0
76221,0.37,-1.12,0
76229,0.4,-0.86,0
76237,0.24,-0.88,0
76245,0.33,-0.72,0
76253,0.39,-0.69,0
76261,0.36,-0.6,0
76269,0.45,-0.51,0
76277,0.29,-0.53,0
76285,0.26,-0.61,0
76293,0.5,-0.18,0
76301,0.35,-0.12,0
76309,0.26,-0.15,0
76317,0.26,-0.22,0
76325,0.26,-0.37,0
76333,0.31,-0.41,0
76341,0.5,-0.19,0
76349,0.36,-0.12,0
76357,0.44,0.11,0
76365,0.27,0.01,0
76373,0.26,-0.19,0
76381,0.25,-0.39,0
76389,0.26,-0.49,0
76397,0.37,-0.46,0
76405,0.39,-0.38,0
76413,0,-0.82,0
76421,0.81,-0.18,0
76429,0.77,0.55,0
76437,0.5,0.66,0
76445,0.45,0.83,0
76453,0,0.31,0
76461,0.83,1.12,0
76469,0.28,0.97,0
76477,0.32,0.91,0
76485,0.71,1.32,0
76493,0.4,1.42,0
76501,0.33,1.31,0
76509,0.14,1.09,0
76517,0.29,1.06,0
76525,0.71,2.1,0
76533,0.39,2.21,0
76541,0.17,1.63,0
76549,0.24,0.83,1
76557,0.51,0.6,0
76565,0.13,0.73,0
76573,0.29,0.3,0
76581,0.22,0.53,0
76589,0.67,1.32,0
76597,0.1,0.48,0
76605,0.17,0.37,0
76613,0.2,0.09,0
76621,0.44,0.21,0
76629,0.13,-0.19,0
76637,0.23,-0.21,1
76645,0.32,-0.2,0
76653,0.34,-0.23,0
76661,0.33,-0.27,0
76669,0.42,-0.32,0
76677,0.25,-0.37,0
76685,0.24,-0.38,0
76693,0.37,-0.53,0
76701,0.3,-0.6,0
76709,0.29,-0.54,0
76717,0.47,-0.17,0
76725,0.32,-0.05,0
76733,0.25,-0.13,0
76741,0.35,-0.35,0
76749,0.27,-0.48,0
76757,0.36,-0.58,0
76765,0.3,-0.53,0
76773,0.31,-0.44,0
76781,0.28,-0.37,0
76789,0.34,-0.23,0
76797,0.27,-0.36,0
76805,0.28,-0.52,1
76813,0.31,-0.06,0
76821,0.4,-0.61,1
76829,0.33,-1.3,0
76837,0.38,-1.45,0
76845,0.35,-1.52,0
76853,0.32,-0.98,1
76861,0.26,-1.75,0
76869,0.38,-1.56,0
76877,0.43,-1.32,0
76885,0.37,-1.77,0
76893,0.3,-1.88,0
76901,0.27,-1.9,0
76909,0.23,-1.66,0
76917,0.35,-1.47,0
76925,0.27,-2.07,0
76933,0.36,-2.04,0
76941,0.27,-1.79,0
76949,0.43,-1.39,0
76957,0.31,-1.62,0
76965,0.37,-1.2,0
76973,0.33,-1.05,1
76981,0.34,-0.8,0
76989,0.33,-1.28,0
76997,0.32,-0.91,0
77005,0.32,-0.61,0
77013,0.26,-0.45,0
77021,0.33,-0.6,0
77029,0.32,-0.31,0
77037,0.35,-0.1,0
77045,0.42,0.06,0
77053,0.35,0.04,0
77061,0.33,0.04,0
77069,0.31,-0.14,0
77077,0.33,-0.01,0
77085,0.29,0.08,0
77093,0.32,-0.01,0
77101,0.35,0.08,0
77109,0.4,0.25,0
77117,0.31,-0.02,0
77125,0.14,-0.32,0
77133,0.73,0.39,0
77141,0.13,0.09,0
77149,0.29,0.1,0
77157,0.21,-0.17,0
77165,0,-0.6,0
77173,0.31,-0.6,0
77181,0.34,-0.47,0
77189,0.3,-0.49,0
77197,0.43,-0.21,0
77205,0.32,-0.12,0
77213,0.37,-0.02,0
77221,0.33,-0.16,0
77229,0.35,-0.11,0
77237,0.3,-0.23,0
77245,0.27,-0.33,0
77253,0.39,-0.21,0
77261,0.32,-0.08,0
77269,0.31,-0.18,0
77277,0.28,-0.41,0
77285,0.35,-0.43,0
77293,0.36,-0.32,0
77301,0.29,-0.27,0
77309,0.44,0.08,0
77317,0.4,0.17,0
77325,0.26,0.13,0
77333,0.28,-0.01,0
77341,0.37,0.13,0
77349,0.33,-0.02,0
77357,0.28,-0.07,0
77365,0.49,0.13,0
77373,0.42,0.26,0
77381,0.29,0.18,0
77389,0.4,0.25,0
77397,0.3,0.19,0
77405,0.56,0.55,0
77413,0.14,0.36,0
77421,0,-0.17,0
77429,0.81,0.58,0
77437,0,0.05,0
77445,0.59,0.29,0
77453,0,-0.27,0
77461,0.79,0.44,0
77469,0.21,0.32,0
77477,0.83,1.05,0
77485,0.29,1.01,0
77493,0.47,1.19,0
77501,0.09,0.72,0
77509,0.47,0.76,0
77517,0.49,0.99,0
77525,0.18,1.04,0
77533,0.45,0.59,0
77541,0.11,0.51,0
77549,0.58,0.93,0
77557,0.6,1.5,0
77565,0.44,2.09,0
77573,0.32,2.05,0
77581,0.3,1.88,0
77589,0.35,1.85,0
77597,0.42,1.74,0
77605,0.22,1.49,0
77613,0.45,1.54,0
77621,0.52,1.77,0
77629,0.3,1.62,0
77637,0.39,1.68,0
77645,0.35,1.71,0
77653,0.41,1.65,0
77661,0.18,1.36,0
77669,0.43,1.44,0
77677,0.37,1.53,0
77685,0.45,1.61,0
77693,0.32,1.5,0
77701,0.26,1.36,0
77709,0.32,1.12,0
77717,0.28,0.86,0
77725,0.31,0.9,0
77733,0.36,0.98,0
77741,0.41,1.02,0
77749,0.35,0.99,0
77757,0.38,1.09,0
77765,0.36,0.83,0
77773,0.36,0.7,0
77781,0.4,0.84,0
77789,0.32,0.69,0
77797,0.39,0.81,0
77805,0.39,0.5,0
77813,0.24,0.61,0
77821,0.32,1.07,0
77829,0.3,0.26,0
77837,0.37,0.78,0
77845,0.37,0.43,0
77853,0.34,0.94,0
77861,0.27,0.11,0
77869,0.32,0.24,0
77877,0.35,-0.49,0
77885,0.36,-0.37,0
77893,0.37,-0.5,0
77901,0.29,-0.17,0
77909,0.26,-0.46,0
77917,0.28,-0.75,0
77925,0.3,-0.57,0
77933,0.29,-0.77,0
77941,0.34,-0.4,0
77949,0.34,-0.74,0
77957,0.33,-1.12,0
77965,0.32,-1.26,0
77973,0.25,-1.33,0
77981,0.35,-1.19,0
77989,0.38,-1.1,0
77997,0.38,-1.09,0
78005,0.34,-0.85,0
78013,0.29,-1.05,0
78021,0.29,-1.35,1
78029,0.37,-1.2,0
78037,0.35,-1.2,0
78045,0.32,-1.19,0
78053,0.34,-1.22,0
78061,0.3,-1.01,0
78069,0.24,-1.23,0
78077,0.35,-1.22,0
78085,0.27,-1.43,0
78093,0.35,-1.35,0
78101,0.3,-1.22,0
78109,0.37,-1.09,0
78117,0.12,-1.27,0
78125,0,-1.7,1
78133,0.43,-1.54,0
78141,0.54,-1.29,0
78149,0.3,-1.28,0
78157,0.08,-1.68,1
78165,0.28,-1.74,0
78173,0.59,-1.31,1
78181,0.44,-1.19,0
78189,0.06,-1.52,1
78197,0.4,-1.46,0
78205,0.24,-1.59,0
78213,0.2,-1.58,0
78221,0.2,-1.7,0
78229,0.21,-1.76,0
78237,0.21,-1.9,0
78245,0.2,-2.07,0
78253,0.23,-2.16,1
78261,0.26,-2.07,0
78269,0.19,-2.16,0
78277,0.44,-1.94,0
78285,0.29,-1.95,0
78293,0.21,-2.1,0
78301,0.21,-2.15,0
78309,0.34,-1.93,0
78317,0.36,-1.72,1
78325,0.33,-1.59,0
78333,0.27,-1.55,0
78341,0.29,-1.55,0
78349,0.19,-1.72,1
78357,0.29,-1.71,0
78365,0.33,-1.61,1
78373,0.34,-1.39,0
78381,0.24,-1.48,0
78389,0.29,-1.57,0
78397,0.29,-1.64,1
78405,0.31,-1.62,0
78413,0.82,-0.77,0
78421,0.4,-0.54,0
78429,0.54,-0.24,0
78437,0.81,0.45,0
78445,0,-0.02,0
78453,0,-0.57,0
78461,0,-1.03,0
78469,0.57,-0.47,0
78477,0.33,-0.45,0
78485,0.11,-0.67,0
78493,0.18,-0.93,0
78501,0.42,-0.72,0
78509,0.28,-0.81,0
78517,0.22,-0.63,0
78525,0.08,-0.47,0
78533,0.15,-0.84,0
78541,0.48,-0.9,0
78549,0.32,-0.85,0
78557,0.22,-0.6,0
78565,0.14,-0.79,0
78573,0.17,-1.39,0
78581,0.39,-1.41,0
78589,0.16,-1.21,0
78597,0.36,-1.21,0
78605,0.32,-1.05,0
78613,0.11,-1.15,0
78621,0.42,-0.76,0
78629,0.45,-0.36,0
78637,0.47,0.06,0
78645,0.37,0.33,0
78653,0.4,0.58,0
78661,0.38,0.73,0
78669,0.38,0.98,0
78677,0.4,0.87,0
78685,0.38,0.97,0
78693,0.43,1.25,0
78701,0.39,1.49,0
78709,0.4,1.52,0
78717,0.35,1.42,0
78725,0.34,1.37,0
78733,0.37,1.47,0
78741,0.41,1.59,0
78749,0.36,1.8,0
78757,0.32,1.76,0
78765,0.39,1.77,0
78773,0.32,1.66,0
78781,0.43,1.87,0
78789,0.35,1.9,0
78797,0.37,1.94,0
78805,0.33,1.87,0
78813,0.38,1.13,0
78821,0.26,0.84,0
78829,0.3,0.42,0
78837,0.32,-0.34,0
78845,0.37,0.21,0
78853,0.38,0.81,0
78861,0.27,1.22,0
78869,0.32,0.77,0
78877,0.34,0.71,0
78885,0.3,0.96,0
78893,0.3,1.13,0
78901,0.49,1.2,0
78909,0.27,1.13,0
78917,0.37,1.3,0
78925,0.28,1.54,0
78933,0.31,1.7,0
78941,0.27,1.3,0
78949,0.37,1.31,0
78957,0.42,1.57,0
78965,0.41,1.93,0
78973,0.25,1.96,0
78981,0.24,1.63,0
78989,0.29,1.73,0
78997,0.25,1.5,0
79005,0.37,1.5,0
79013,0.34,1.79,0
79021,0.29,1.53,0
79029,0.33,1.27,0
79037,0.32,0.95,0
79045,0.28,0.74,0
79053,0.32,0.57,0
79061,0.35,0.5,0
79069,0.36,0.46,0
79077,0.22,0.17,0
79085,0.23,-0.09,0
79093,0.31,-0.29,0
79101,0.26,-0.49,0
79109,0.29,-0.63,0
79117,0.56,-0.28,0
79125,0.03,-0.73,0
79134,0.79,-0.09,0
79142,0.32,-0.22,0
79151,0.59,0.13,0
79159,0.76,0.8,0
79167,0.42,0.83,0
79175,0.54,1.12,0
79184,0.58,1.3,0
79192,0.46,1.41,0
79201,0.42,1.43,0
79209,0.28,1.29,0
79218,0.22,0.98,0
79226,0.38,1.11,0
79235,0.43,1.27,0
79243,0.28,1.16,0
79252,0.52,1.34,0
79260,0.44,1.37,0
79269,0.25,1.27,0
79277,0.46,1.43,0
79286,0.23,1.19,0
79294,0.27,1.09,0
79302,0.35,1.12,0
79311,0.43,0.97,0
79320,0.41,1.12,0
79329,0.27,0.9,0
79338,0.32,0.89,0
79347,0.25,0.75,0
79356,0.38,0.87,0
79365,0.37,0.83,0
79374,0.28,0.56,0
79383,0.45,0.59,0
79392,0.37,0.74,0
79401,0.29,0.79,0
79410,0,0.31,0
79419,0.83,1.16,0
79428,0,0.57,0
79437,0,0.01,0
79446,0.5,0.3,0
79455,0.58,0.68,0
79464,0.6,1.1,0
79473,0.1,0.76,0
79482,0.62,1.18,0
79491,0.42,1.25,0
79500,0.35,1.16,0
79509,0.36,1.3,0
79518,0.43,1.57,0
79527,0.65,2.04,0
79536,0.23,1.9,0
79545,0.34,1.88,0
79554,0.26,1.32,0
79563,0.46,1.91,0
79572,0.41,1.27,0
79581,0.55,1.55,0
79590,0.43,1.25,0
79599,0.39,0.63,0
79608,0.2,0.23,0
79617,0.17,-0.38,0
79626,0.45,-0.55,0
