시간(ms),밴드패스,평균이동,피크
45261,0.51,-0.74,0
45267,0.54,-0.47,0
45273,0.33,-0.42,0
45289,0.22,-0.5,0
45295,0.25,-0.42,0
45301,0.35,-0.24,0
45307,0.36,0,0
45313,0.39,0.24,0
45319,0.25,0.18,0
45335,0.39,0.29,0
45341,0.35,0.17,0
45347,0.34,0.28,0
45353,0.28,0.22,0
45359,0.35,0.19,0
45365,0.38,0.2,0
45381,0.35,0.27,0
45387,0.26,0.23,0
45393,0,-0.5,0
45399,0.06,-0.93,0
45405,0,-1.51,0
45411,0.74,-0.74,0
45427,0.32,-0.69,0
45433,0.16,-0.89,0
45439,0.5,-0.56,0
45445,0.4,-0.22,0
45451,0.3,-0.26,0
45457,0.83,0.54,0
45473,0,0.03,0
45479,0.71,0.74,0
45485,0.26,1.27,0
45491,0.39,0.93,0
45497,0.23,1.24,0
45503,0.53,0.77,0
45519,0.36,1.26,0
45525,0.4,1.58,0
45531,0.47,1.24,0
45537,0.55,1.61,0
45543,0.21,0.98,0
45549,0.12,0.52,0
45565,0.22,0.15,0
45571,0.35,-0.08,0
45577,0.33,0.04,0
45583,0.45,0.32,0
45589,0.26,0.22,0
45595,0.34,0.01,0
45611,0.17,-0.16,0
45617,0.31,-0.04,0
45623,0.3,0.21,0
45629,0.44,0.64,0
45635,0.42,0.98,0
45641,0.23,0.62,0
45657,0.38,0.39,0
45663,0.29,0.32,0
45669,0.26,0.43,0
45675,0.29,0.55,0
45681,0.36,0.59,0
45687,0.44,0.74,0
45703,0.3,0.6,0
45709,0.32,0.73,0
45715,0.29,0.58,0
45721,0.34,0.56,0
45727,0.38,0.65,0
45733,0.37,0.82,0
45749,0.4,0.93,0
45755,0.4,0.95,0
45761,0.37,0.98,0
45767,0.31,1.05,0
45773,0.22,1.39,0
45779,0.28,1.76,0
45795,0.28,2.21,0
45801,0.32,1.56,0
45807,0.29,1.51,0
45813,0.3,1.72,0
45819,0.39,1.55,0
45825,0.38,1.51,0
45841,0.33,1.52,0
45847,0.4,0.86,0
45853,0.38,1.51,0
45859,0.32,0.92,0
45865,0.25,0.82,0
45871,0.26,0.6,0
45887,0.37,0.81,0
45893,0.32,0.51,0
45899,0.32,0.44,0
45905,0.34,0.34,0
45911,0.31,0.08,0
45917,0.35,-0.23,0
45933,0.3,-0.1,0
45939,0.31,0.24,0
45945,0.35,0.46,0
45951,0.38,0.54,0
45957,0.29,0.46,0
45963,0.4,0.37,0
45979,0.4,0.57,0
45985,0.34,0.56,0
45991,0.35,0.85,0
45997,0.28,0.77,0
46003,0.23,0.63,0
46009,0.33,0.39,0
46025,0.29,0.14,0
46031,0.25,0.11,0
46037,0.42,0.15,0
46043,0.32,0.19,0
46049,0.41,0.42,0
46055,0.38,0.55,0
46071,0.34,0.49,0
46077,0.36,0.32,0
46083,0.4,0.46,0
46089,0.33,0.46,0
46095,0.32,0.5,0
46101,0.24,0.32,0
46117,0,-0.32,0
46123,0.82,0.34,0
46129,0.13,0.01,0
46135,0.6,0.31,0
46141,0.52,0.6,0
46147,0.74,1.3,0
46163,0.27,1.37,0
46169,0.67,1.97,0
46175,0.37,2.12,0
46181,0.6,2.52,0
46187,0.53,2.88,0
46193,0.47,3.11,0
46209,0.26,2.83,0
46215,0.12,2.33,0
46221,0.34,2.27,0
46227,0.29,2.02,0
46233,0.44,2.06,0
46239,0.22,1.87,0
46255,0.25,1.86,0
46261,0.31,1.92,0
46267,0.32,1.82,0
46273,0.38,1.9,0
46279,0.34,1.93,0
46285,0.31,1.88,0
46301,0.34,1.92,0
46307,0.46,2.07,0
46313,0.32,2.1,0
46319,0.34,2.13,0
46325,0.14,1.79,0
46331,0.4,1.77,0
46347,0.32,1.81,0
46353,0.27,1.6,0
46359,0.33,1.47,0
46365,0.32,1.45,0
46371,0.38,1.49,0
46377,0.32,1.58,0
46393,0.1,1.39,0
46399,0,0.9,0
46405,0,0.44,0
46411,0.24,0.44,0
46417,0.26,0.24,0
46423,0.01,-0.2,0
46440,0,-0.79,0
46446,0.48,-0.58,0
46452,0.73,0.19,0
46458,0.1,-0.03,0
46464,0.49,0.21,0
46470,0.29,0.26,0
46486,0.44,0.58,0
46492,0.29,0.77,0
46498,0.38,1.43,0
46504,0.36,0.8,0
46510,0.09,0.71,0
46516,0.26,0.21,0
46532,0.17,-0.34,0
46538,0.19,-1.17,0
46544,0.4,-0.89,0
46550,0.1,-1.65,0
46556,0.24,-1.8,0
46562,0.39,-2.01,1
46578,0.47,-2,0
46584,0.57,-1.73,0
46590,0.47,-1.23,0
46596,0.21,-0.94,0
46602,0.2,-1.04,0
46608,0.49,-0.66,0
46624,0.38,-0.69,0
46630,0.52,-0.17,0
46636,0.22,-0.15,0
46642,0.24,-0.24,0
46648,0.56,0.15,0
46654,0.37,0.18,0
46670,0.35,0.2,0
46676,0.41,0.37,0
46682,0.42,0.52,0
46688,0.45,0.53,0
46694,0.39,0.65,0
46700,0.28,0.55,0
46716,0.32,0.83,0
46722,0.26,0.64,0
46728,0.34,0.65,0
46734,0.29,0.66,0
46740,0.28,0.59,0
46746,0.47,0.81,0
46762,0.23,0.56,0
46768,0.32,0.54,0
46774,0.42,1.04,0
46780,0.32,1.56,0
46786,0.46,2.3,0
46792,0.32,2.44,0
46808,0.38,2.57,0
46814,0.35,3.04,0
46820,0.33,3.49,0
46826,0.28,3.08,0
46832,0.29,2.23,0
46838,0.39,2.49,0
46854,0.24,1.98,0
46860,0.3,1.87,0
46866,0.3,1.53,0
46872,0.3,1.46,0
46878,0.35,1.38,0
46884,0.36,1.33,0
46900,0.36,1.7,0
46906,0.4,1.89,0
46912,0.29,2.04,0
46918,0.35,2.23,0
46924,0.27,1.97,0
46930,0.24,2.08,0
46946,0.35,2.2,0
46952,0.26,1.92,0
46958,0.31,1.57,0
46964,0.35,1.12,0
46970,0.36,0.87,0
46976,0.45,1.17,0
46992,0.33,1.34,0
46998,0.4,1.2,0
47004,0.44,1.27,0
47010,0.32,0.94,0
47016,0.32,1.04,0
47022,0.22,0.98,0
47038,0.4,0.71,0
47044,0.41,0.73,0
47050,0.3,0.63,0
47056,0.27,0.38,0
47062,0.24,0.07,0
47068,0.39,-0.06,0
47084,0.31,-0.21,0
47090,0.3,-0.16,0
47096,0.39,-0.04,0
47102,0.54,0.4,0
47108,0.79,1.14,0
47114,0,0.77,0
47130,0.05,0.39,0
47136,0.82,0.9,0
47142,0.4,1.26,0
47148,0.55,1.61,0
47154,0.11,1.13,0
47160,0.01,0.59,0
47176,0.51,0.68,0
47182,0.42,0.82,0
47188,0.42,0.85,0
47194,0.41,0.92,0
47200,0.53,1.21,0
47206,0.28,1.24,0
47222,0.33,1.28,0
47228,0.36,1.21,0
47234,0.3,1.3,0
47240,0.5,1.58,0
47246,0.21,1.44,0
47252,0.33,1.4,0
47268,0.46,1.53,0
47274,0.3,1.4,0
47280,0.29,1.23,0
47286,0.32,1.05,0
47292,0.43,1.2,0
47298,0.32,1.17,0
47314,0.42,1.35,0
47320,0.37,1.52,0
47326,0.39,1.52,0
47332,0.33,1.59,0
47338,0.31,1.56,0
47344,0.29,1.4,0
47360,0.28,1.22,0
47366,0.26,0.89,0
47372,0.29,0.77,0
47378,0.32,0.6,0
47384,0.32,0.38,0
47390,0.64,0.83,0
47406,0,0.32,0
47412,0,-0.02,0
47418,0.83,0.62,0
47424,0,0.09,0
47430,0.61,0.54,0
47436,0.84,1.45,0
47452,0.27,1.47,0
47458,0,0.91,0
47464,0.4,1.02,0
47470,0.16,0.81,0
47476,0.32,0.7,0
47482,0.63,0.85,0
47498,0.26,-0.01,0
47504,0.44,0.59,0
47510,0.41,1.19,0
47516,0.36,0.52,0
47522,0.29,0.29,0
47528,0.58,0.33,0
47544,0.37,0.72,0
47550,0.6,1.64,0
47556,0.32,1.31,0
47562,0.26,1,0
47568,0.21,0.69,0
47574,0.48,0.76,0
47590,0.38,0.54,0
47596,0.33,0.58,0
47602,0.22,0.41,0
47608,0.32,0.34,0
47614,0.36,0.43,0
47620,0.44,0.35,0
47636,0.34,0.53,0
47642,0.41,0.7,0
47648,0.19,0.31,0
47654,0.32,0.31,0
47660,0.36,0.45,0
47666,0.28,0.41,0
47682,0.39,0.38,0
47688,0.38,0.45,0
47694,0.28,0.26,0
47700,0.29,0.16,0
47706,0.28,0.01,0
47712,0.35,0.05,0
47728,0.28,0.03,0
47734,0.32,0.12,0
47740,0.4,0.34,0
47746,0.37,0.53,0
47752,0.48,0.87,0
47758,0.35,0.95,0
47774,0.38,1.05,0
47780,0.37,0.65,0
47786,0.28,1.09,0
47792,0.31,1.57,0
47798,0.26,0.7,0
47804,0.33,1.07,0
47820,0.29,0.59,0
47826,0.27,-0.31,0
47832,0.33,-0.19,0
47838,0.32,0.28,0
47844,0.28,0.14,0
47850,0.36,0.43,0
47866,0.28,0.37,0
47872,0.37,-0.03,0
47878,0.44,0.28,0
47884,0.47,0.36,0
47890,0.39,0.32,0
47896,0.3,0.23,0
47912,0.32,0.25,0
47918,0.36,-0.1,0
47924,0.3,-0.2,0
47930,0.34,-0.6,0
47936,0.3,-0.63,0
47942,0.32,-0.5,0
47958,0.31,-0.33,0
47964,0.28,-0.58,0
47970,0.24,-0.78,0
47976,0.38,-0.69,0
47982,0.37,-0.41,0
47988,0.28,-0.41,0
48004,0.44,-0.26,0
48010,0.34,-0.38,0
48016,0.35,-0.36,0
48022,0.28,-0.54,0
48028,0.3,-0.39,0
48034,0.29,-0.4,0
48050,0.3,-0.47,0
48056,0.27,-0.46,0
48062,0.29,-0.6,0
48068,0.31,-0.7,0
48074,0.34,-0.58,0
48080,0.32,-0.51,0
48096,0.39,-0.31,0
48102,0.31,-0.32,0
48108,0.7,0.31,0
48114,0,-0.09,0
48120,0,-0.71,0
48126,0,-1.29,0
48142,0.64,-1.01,0
48148,0,-1.48,0
48154,0.51,-1.31,0
48160,0.09,-1.7,1
48166,0.58,-1.26,0
48172,0.16,-1.41,1
48188,0.23,-1.43,0
48194,0.53,-1.1,0
48200,0.29,-1.01,0
48206,0.56,-0.54,0
48212,0.31,-0.53,0
48218,0.29,-0.59,0
48234,0.35,-0.48,0
48240,0.41,-0.4,0
48246,0.33,-0.33,0
48252,0.47,-0.22,0
48258,0.27,-0.48,0
48264,0.38,-0.65,0
48280,0.38,-0.7,0
48286,0.41,-0.55,0
48292,0.4,-0.43,0
48298,0.35,-0.43,0
48304,0.33,-0.4,0
48310,0.31,-0.45,0
48326,0.48,-0.19,0
48332,0.36,-0.15,0
48338,0.36,-0.12,0
48344,0.27,-0.17,0
48350,0.3,-0.13,0
48356,0.33,-0.23,0
48372,0.29,-0.38,0
48378,0.32,-0.38,0
48384,0.32,-0.58,0
48390,0.23,-0.77,0
48396,0.24,-0.95,0
48402,0,-1.38,1
48418,0.5,-1.03,0
48424,0,-1.44,1
48430,0.74,-0.82,0
48436,0.03,-1.15,1
48442,0.62,-0.67,0
48448,0.58,-0.27,0
48464,0.53,-0.01,0
48470,0.5,0.22,0
48476,0.08,-0.28,0
48482,0.32,-0.37,0
48488,0.55,-0.64,0
48494,0.66,0.24,0
48510,0.27,0.59,0
48516,0.52,1.31,0
48522,0.27,0.67,0
48528,0.11,0.71,0
48534,0.11,0.08,0
48540,0.3,0.3,0
48556,0.16,-0.33,0
48562,0.1,-0.47,0
48568,0.28,-0.41,0
48574,0.42,-0.57,0
48580,0.54,-0.24,0
48596,0.4,-0.48,0
48602,0.26,-0.58,0
48608,0.25,-0.62,0
48614,0.43,-0.52,0
48620,0.32,-0.64,0
48636,0.48,-0.42,0
48642,0.31,-0.63,0
48648,0.38,-0.5,0
48654,0.37,-0.52,0
48660,0.43,-0.47,0
48676,0.35,-0.58,0
48682,0.4,-0.59,0
48688,0.34,-0.63,0
48694,0.34,-0.63,0
48700,0.23,-0.77,0
48716,0.34,-0.99,0
48722,0.39,-0.93,0
48728,0.34,-0.91,0
48734,0.34,-0.79,0
48740,0.39,-0.65,0
48756,0.31,-0.68,0
48762,0.38,-0.55,0
48768,0.33,-0.51,0
48774,0.43,-0.36,0
48780,0.4,-0.09,0
48786,0.36,0.09,0
48802,0.3,0.53,0
48808,0.42,0.35,0
48814,0.32,0.8,0
48820,0.26,0.1,0
48826,0.29,0.43,0
48832,0.28,-0.09,0
48848,0.3,-0.51,0
48854,0.25,-0.92,0
48860,0.4,-1.07,0
48866,0.4,-0.56,0
48872,0.36,-0.41,0
48888,0.28,-0.78,0
48894,0.37,-1.17,0
48900,0.34,-0.98,0
48906,0.41,-1.06,0
48912,0.34,-0.92,0
48928,0.43,-0.38,0
48934,0.31,-0.01,0
48940,0.31,0.06,0
48946,0.29,0.25,0
48952,0.25,0.44,0
48958,0.26,0.4,0
48974,0.33,0.27,0
48980,0.35,-0.06,0
48986,0.31,-0.21,0
48992,0.32,-0.14,0
48998,0.35,0.02,0
49004,0.42,0.02,0
49020,0.29,-0.05,0
49026,0.4,-0.16,0
49032,0.42,0.01,0
49038,0.31,-0.06,0
49044,0.27,-0.2,0
49050,0.25,-0.45,0
49066,0.35,-0.42,0
49072,0.31,-0.52,0
49078,0.34,-0.51,0
49084,0.24,-0.63,0
49090,0.29,-0.51,0
49106,0.21,-0.67,0
49112,0.8,-0.05,0
49118,0.8,0.7,0
49124,0.5,1.02,0
49130,0.45,1.15,0
49136,0.29,1.13,0
49152,0.47,1.26,0
49158,0.13,0.95,0
49164,0.17,0.53,0
49170,0.5,0.58,0
49176,0.13,0.24,0
49182,0.17,0,0
49198,0.27,-0.24,0
49204,0.29,-0.3,0
49210,0.23,-0.33,0
49216,0.41,-0.12,0
49222,0.54,0.31,0
49228,0.46,0.6,0
49244,0.48,0.95,0
49250,0.32,0.87,0
49256,0.56,1.07,0
49262,0.36,1.05,0
49268,0.52,1.37,0
49274,0.29,1.2,0
49290,0.43,1.27,0
49296,0.44,1.22,0
49302,0.32,1.13,0
49308,0.23,0.76,0
49314,0.26,0.6,0
49320,0.34,0.61,0
49336,0.23,0.51,0
49342,0.38,0.69,0
49348,0.39,0.88,0
49354,0.41,0.99,0
49360,0.37,1.01,0
49366,0.28,0.95,0
49382,0.43,1.09,0
49388,0.23,0.9,0
49394,0,0.26,0
49400,0.76,0.85,0
49406,0,0.3,0
49412,0.46,0.28,0
49428,0,-0.24,0
49434,0.17,-0.39,0
49440,0.77,0.38,0
49446,0.14,0.15,0
49452,0.32,0.18,0
49458,0.53,0.5,0
49474,0.46,0.85,0
49480,0.28,0.88,0
49486,0.37,1.1,0
49492,0.57,0.75,0
49498,0.39,0.11,0
49504,0.29,-0.28,0
49520,0.23,-0.65,0
49526,0.42,-0.49,0
49532,0.19,-0.86,0
49538,0.23,-0.72,0
49544,0.34,-0.42,0
49560,0.16,-0.83,0
49566,0.46,-0.33,0
49572,0.31,-0.01,0
49578,0.27,0.08,0
49584,0.41,0.31,0
49590,0.46,0.69,0
49606,0.4,0.71,0
49612,0.32,0.39,0
49618,0.25,0.03,0
49624,0.29,-0.25,0
49630,0.3,-0.3,0
49636,0.37,-0.56,0
49652,0.36,-0.55,0
49658,0.38,-0.71,0
49664,0.31,-0.64,0
49670,0.34,-0.71,0
49676,0.4,-0.69,0
49692,0.31,-0.63,0
49698,0.38,-0.33,0
49704,0.35,-0.1,0
49710,0.33,-0.04,0
49716,0.41,0.27,0
49722,0.27,0.15,0
49738,0.46,0.29,0
49744,0.38,0.25,0
49750,0.34,0.2,0
49756,0.27,0.18,0
49762,0.3,-0.02,0
49768,0.44,0.26,0
49784,0.32,0.72,0
49790,0.25,0.05,0
49796,0.23,0.34,0
49802,0.38,0.27,0
49808,0.43,0.94,0
49814,0.3,1.15,0
49830,0.41,0.64,0
49836,0.41,0.96,0
49842,0.36,0.99,0
49848,0.34,0.67,0
49854,0.31,0.4,0
49860,0.32,0.41,0
49876,0.33,0.33,0
49882,0.29,-0.1,0
49888,0.32,-0.27,0
49894,0.34,-0.2,0
49900,0.38,0.04,0
49906,0.4,0.04,0
49922,0.37,0.3,0
49928,0.37,0.54,0
49934,0.43,0.67,0
49940,0.36,0.96,0
49946,0.33,0.74,0
49952,0.27,0.62,0
49968,0.37,0.71,0
49974,0.27,0.45,0
49980,0.27,0.1,0
49986,0.31,-0.11,0
49992,0.3,-0.18,0
49998,0.36,-0.04,0
50014,0.29,-0.06,0
50020,0.27,-0.1,0
50026,0.35,-0.11,0
50032,0.32,-0.16,0
50038,0.36,-0.18,0
50054,0.39,-0.06,0
50060,0.38,0.01,0
50066,0.38,0,0
50072,0.31,-0.01,0
50078,0.28,-0.2,0
50084,0.24,-0.38,0
50100,0.24,-0.53,0
50106,0.27,-0.75,0
50112,0.78,-0.03,0
50118,0.82,0.54,0
50124,0.72,1.09,0
50130,0.34,1.13,0
50146,0,0.69,0
50152,0.17,0.45,0
50158,0.32,0.25,0
50164,0.42,0.42,0
50170,0.32,0.56,0
50176,0.33,0.72,0
50192,0.17,0.43,0
50198,0.36,0.31,0
50204,0.21,0.2,0
50210,0.25,-0.02,0
50216,0.33,-0.09,0
50222,0.24,-0.2,0
50239,0.35,-0.12,0
50245,0.4,0.09,0
50251,0.46,0.35,0
50257,0.33,0.43,0
50263,0.33,0.53,0
50269,0.32,0.55,0
50286,0.43,0.71,0
50292,0.4,0.76,0
50298,0.39,0.76,0
50304,0.24,0.58,0
50310,0.39,0.59,0
50316,0.22,0.31,0
50332,0.27,0.19,0
50338,0.38,0.3,0
50344,0.25,0.31,0
50350,0.26,0.18,0
50356,0.34,0.3,0
50362,0.35,0.48,0
50379,0.37,0.62,0
50385,0.4,0.8,0
50391,0.29,0.74,0
50397,0,0.35,0
50403,0,-0.07,0
50409,0,-0.61,0
50426,0.47,-0.34,0
50432,0,-0.79,0
50438,0.63,-0.44,0
50444,0.66,0.03,0
50450,0.51,0.3,0
50456,0.51,0.65,0
50473,0.25,0.62,0
50479,0.42,0.88,0
50485,0.06,0.65,0
50491,0,0.24,0
50497,0.03,-0.87,0
50503,0.14,-1.92,1
50519,0.62,-2.06,0
50525,0.57,-1.69,0
50531,0.64,-0.62,0
50537,0.15,-0.49,0
50543,0.39,-0.36,0
50549,0.63,-0.07,0
50565,0.19,-0.31,0
50571,0.61,0.06,0
50577,0.23,0.17,0
50583,0.44,0.27,0
50589,0.54,0.7,0
50595,0.34,0.78,0
50611,0.53,1,0
50617,0.19,0.83,0
50623,0.37,0.72,0
50629,0.36,0.54,0
50635,0.3,0.22,0
50641,0.24,0.01,0
50657,0.28,-0.11,0
50663,0.26,-0.2,0
50669,0.27,-0.47,0
50675,0.45,-0.42,0
50681,0.36,-0.46,0
50687,0.34,-0.32,0
50703,0.39,-0.32,0
50709,0.16,-0.44,0
50715,0.36,-0.36,0
50721,0.37,-0.41,0
50727,0.34,-0.32,0
50743,0.41,-0.12,0
50749,0.41,-0.03,0
50755,0.39,0,0
50761,0.34,-0.08,0
50767,0.27,-0.3,0
50773,0.24,-0.43,0
50789,0.43,0.16,0
50795,0.29,0.61,0
50801,0.24,0.97,0
50807,0.3,0.64,0
50813,0.37,1.07,0
50819,0.31,0.6,0
50835,0.28,-0.06,0
50841,0.34,-0.41,0
50847,0.34,-0.71,0
50853,0.3,-0.63,0
50859,0.33,-0.75,0
50865,0.29,-0.45,0
50881,0.38,0.13,0
50887,0.26,0.5,0
50893,0.3,0.72,0
50899,0.29,0.19,0
50905,0.27,-0.31,0
50911,0.38,-0.76,0
50927,0.37,-0.52,0
50933,0.35,-0.55,0
50939,0.29,-1,0
50945,0.28,-0.85,0
50951,0.37,-1.17,0
50967,0.4,-0.95,0
50973,0.44,-0.91,0
50979,0.35,-1.15,0
50985,0.33,-1.14,0
50991,0.31,-1.45,1
50997,0.35,-1.21,0
51013,0.33,-1.2,1
51019,0.32,-1.19,0
51025,0.31,-1.14,0
51031,0.27,-1.09,0
51037,0.3,-1.04,0
51053,0.29,-1,0
51059,0.32,-0.89,0
51065,0.29,-1.1,0
51071,0.39,-1.07,0
51077,0.3,-1.09,0
51093,0.34,-1.14,0
51099,0.3,-0.9,0
51105,0.17,-1.12,0
51111,0,-1.63,1
51117,0.82,-1,0
51133,0.12,-1.4,1
51139,0,-1.95,0
51145,0.61,-1.65,0
51151,0.64,-1.12,0
51157,0.31,-0.95,0
51173,0.45,-0.58,0
51179,0.32,-0.7,0
51185,0.32,-0.65,0
51191,0.49,-0.28,0
51197,0.32,-0.24,0
51203,0.39,-0.19,0
51219,0.36,-0.11,0
51225,0.49,0.19,0
51231,0.35,0.22,0
51237,0.24,0.06,0
51243,0.25,-0.04,0
51249,0.19,-0.25,0
51265,0.25,-0.33,0
51271,0.23,-0.56,0
51277,0.21,-0.64,0
51283,0.31,-0.6,0
51289,0.33,-0.51,0
51305,0.24,-0.52,0
51311,0.27,-0.67,0
51317,0.35,-0.66,0
51323,0.29,-0.71,0
51329,0.36,-0.59,0
51345,0.4,-0.38,0
51351,0.35,-0.36,0
51357,0.38,-0.35,0
51363,0.47,-0.28,0
51369,0.44,-0.12,0
51375,0.32,-0.1,0
51391,0.33,-0.04,0
51397,0,-0.52,0
51403,0.83,0.18,0
51409,0,-0.2,0
51415,0.83,0.54,0
51421,0.83,1.43,0
51437,0,0.96,0
51443,0.83,1.71,0
51449,0.64,2.2,0
51455,0,1.78,0
51461,0.84,2.36,0
51467,0,1.89,0
51483,0.8,2.55,0
51489,0.37,2.62,0
51495,0.35,2.75,0
51501,0.29,3.09,0
51507,0.43,2.49,0
51513,0.08,2.33,0
51529,0.35,2.73,0
51535,0.55,2.62,0
51541,0.32,2.02,0
51547,0.5,2.16,0
51553,0.45,2.1,0
51559,0.47,2.22,0
51575,0.48,2.41,0
51581,0.48,2.33,0
51587,0.48,2.48,0
51593,0.58,2.7,0
51599,0.33,2.55,0
51605,0.24,2.09,0
51621,0.43,2.11,0
51627,0.35,2.17,0
51633,0.22,2.08,0
51639,0.21,2.04,0
51645,0.43,2.21,0
51651,0.33,2.32,0
51667,0.35,2.46,0
51673,0.45,2.59,0
51679,0.3,2.47,0
51685,0.42,2.63,0
51691,0.38,2.71,0
51697,0.31,2.55,0
51713,0.38,2.58,0
51719,0.3,2.38,0
51725,0.3,2.12,0
51731,0.31,1.94,0
51737,0.37,1.82,0
51743,0.35,1.56,0
51758,0.46,1.51,0
51765,0.27,1.36,0
51771,0.41,1.4,0
51777,0.54,2.14,0
51783,0.31,1.39,0
51789,0.38,1.8,0
51805,0.35,1.07,0
51811,0.32,0.2,0
51817,0.35,0.68,0
51823,0.32,-0.11,0
51829,0.37,-0.59,0
51835,0.33,-0.18,0
51852,0.42,-0.77,0
51858,0.3,-0.39,0
51864,0.31,-1.17,0
51870,0.33,-1.27,0
51876,0.29,-1.3,0
51882,0.36,-1.17,0
51899,0.33,-1.26,0
51905,0.28,-0.92,0
51911,0.35,-0.9,0
51917,0.31,-1.25,0
51923,0.43,-1.07,0
51939,0.29,-1.38,0
51945,0.35,-1.52,1
51951,0.33,-1.69,0
51957,0.23,-2.04,0
51963,0.32,-2.23,0
51969,0.3,-2.44,0
51985,0.38,-2.66,0
51991,0.29,-2.62,0
51997,0.34,-2.37,0
52003,0.31,-2.47,0
52009,0.29,-2.48,0
52015,0.38,-2.17,0
52032,0.38,-1.86,0
52038,0.32,-1.91,0
52044,0.36,-1.84,0
52050,0.26,-1.93,0
52056,0.34,-2.06,0
52062,0.27,-2.08,1
52078,0.35,-2.12,0
52084,0.28,-2.22,0
52090,0.32,-2.15,0
52096,0.39,-2.09,0
52102,0.36,-1.93,0
52108,0.42,-1.67,0
52123,0.38,-1.5,0
52130,0.8,-0.8,0
52136,0.62,-0.3,0
52142,0.36,-0.42,0
52148,0.26,-0.44,0
52154,0.23,-0.72,0
52170,0.14,-1.35,0
52176,0.41,-1.22,1
52182,0.14,-1.53,0
52188,0.46,-1.33,0
52194,0.23,-1.38,0
52200,0.5,-1.11,0
52217,0.54,-0.7,0
52223,0.39,-0.59,0
52229,0.32,-0.57,0
52235,0.38,-0.62,0
52241,0.36,-0.52,0
52247,0.37,-0.41,0
52264,0.43,-0.25,0
52270,0.4,-0.08,0
52276,0.57,0.22,0
52282,0.3,0.2,0
52288,0.4,0.34,0
52294,0.34,0.31,0
52310,0.3,0.28,0
52316,0.42,0.24,0
52322,0.39,0.38,0
52328,0.4,0.46,0
52334,0.31,0.43,0
52340,0.33,0.55,0
52356,0.29,0.5,0
52362,0.37,0.58,0
52368,0.35,0.5,0
52374,0.33,0.52,0
52380,0.32,0.48,0
52386,0.44,0.64,0
52402,0,0.18,0
52408,0,-0.4,0
52414,0,-0.99,0
52420,0.16,-1.23,0
52426,0.44,-1.07,0
52432,0.82,-0.14,0
52449,0.83,0.71,0
52455,0.69,1.42,0
52461,0.83,2.13,0
52467,0.42,2.32,0
52473,0.11,1.95,0
52479,0.35,1.73,0
52494,0.37,1.63,0
52501,0.22,1.24,0
52507,0.56,1.42,0
52513,0.33,0.68,0
52519,0.53,0.44,0
52525,0.18,0.16,0
52531,0.48,0.43,0
52548,0.45,0.76,0
52554,0.42,1.18,0
52560,0.28,0.99,0
52566,0.48,1.4,0
52572,0.48,1.38,0
52578,0.19,1.23,0
52595,0.37,0.96,0
52601,0.36,0.6,0
52607,0.24,0.29,0
52613,0.33,0.24,0
52619,0.52,0.4,0
52625,0.47,0.57,0
52642,0.25,0.37,0
52648,0.35,0.21,0
52654,0.49,0.33,0
52660,0.49,0.22,0
52666,0.18,0.08,0
52672,0.44,0.14,0
52689,0.23,0,0
52695,0.38,0.11,0
52701,0.31,-0.03,0
52707,0.41,-0.01,0
52713,0.34,-0.09,0
52719,0.42,0.06,0
56776,0.44,0.13,0
56782,0.4,0.19,0
56788,0.33,0.03,0
56794,0.37,-0.06,0
56800,0.39,-0.08,0
56806,0.37,-0.12,0
56823,0.5,-0.11,0
56829,0.4,0.41,0
56835,0.32,0.79,0
56841,0.3,1.12,0
56847,0.35,1.27,0
56853,0.36,0.98,0
56870,0.31,0.01,0
56876,0.42,-0.81,0
56882,0.39,-1.41,0
56888,0.41,-2.12,1
56894,0.33,-2.34,0
56900,0.45,-1.87,0
56917,0.33,-1.83,0
56923,0.37,-1.82,0
56929,0.34,-1.65,0
56935,0.37,-1.91,1
56941,0.43,-1.8,0
56947,0.41,-2,0
56964,0.47,-1.62,0
56970,0.32,-1.84,0
56976,0.32,-2.08,0
56982,0.4,-2.16,0
56988,0.34,-2.1,0
56994,0.44,-2.16,0
57011,0.39,-2.29,0
57017,0.46,-1.91,0
57023,0.4,-1.86,0
57029,0.28,-1.98,0
57035,0.25,-1.98,0
57041,0.33,-2.01,0
57058,0.34,-2.29,0
57064,0.34,-2.5,0
57070,0.43,-2.24,0
57076,0.27,-2.33,0
57082,0.43,-2.43,0
57088,0.32,-2.69,0
57105,0.34,-2.52,0
57111,0.3,-2.72,0
57117,0.51,-2.34,0
57123,0,-2.86,0
57129,0.48,-2.66,0
57135,0,-3.25,0
57152,0.7,-2.71,0
57158,0.64,-2.39,0
57164,0.44,-2.27,0
57170,0.14,-2.56,0
57176,0.27,-2.63,0
57182,0.68,-2.16,0
57199,0.6,-1.79,0
57205,0.47,-1.57,0
57211,0.41,-1.68,0
57217,0.11,-2.1,1
57223,0.42,-1.98,0
57229,0.31,-1.95,0
57246,0.3,-1.97,0
57252,0.5,-1.72,1
57258,0.34,-1.62,0
57264,0.44,-1.54,0
57270,0.26,-1.73,1
57287,0.19,-2.05,0
57293,0.35,-2.01,0
57299,0.26,-2.23,1
57305,0.39,-2.1,0
57311,0.45,-1.93,0
57328,0.42,-1.77,0
57334,0.35,-1.75,0
57340,0.29,-1.93,1
57346,0.2,-2.22,0
57352,0.29,-2.5,0
57369,0.38,-2.36,0
57375,0.39,-2.17,0
57381,0.34,-2.17,1
57387,0.36,-2.08,0
